fdcNumber,conceptId,Keytype,indexTerm-en,indexTerm-de,indexTerm-sv,indexTerm-fi,indexTerm-fr,indexTerm-sl,indexTerm-sp,agrovocConcept,scopeNote,fi-new-term,seÄven,USE-se,RT-se,v2016-se,altLabel-en,altLabel-de,altLabel-sv,altLabel-fi,altLabel-fr,altLabel-sl,altLabel-sp,hiddenLabel-en,hiddenLabel-de,hiddenLabel-sv,hiddenLabel-fi,hiddenLabel-fr,hiddenLabel-sl,hiddenLabel-sp
663.27,2492,,Costs and costing of logging operations: different kinds of cost (buildings),Kosten verschiedener Phasen der Arbeit: verschiedene Kostenarten (Gebäude),"kostnader och kostnadsberäkning för drivning, olika kostnadsslag (byggnader)",,,,"costo de las operaciones de corta, diferentes clases de gastos (edificios) ",,,,,,,,,,,,,,,,,,,,,
663.27,2493,,Logging camps: costs,Holzhauerunterkünfte: Kosten,skogsförläggningar: kostnader,,,,"campamentos para trabajos de saca de madera, su coste ",,,,,,,,,,,,,,,"Camps, logging, costs of",,,,,,
663.4,2494,,Costs and costing of logging operations: different kinds of cost (losses in transport and storage),Kosten verschiedener Phasen der Arbeit: verschiedene Kostenarten (Verluste bei Lagerung und Transport),"kostnader och kostnadsberäkning för drivning, olika kostnadsslag (förlust vid transport och lagring)",,,,"costo de las operaciones de corta, diferentes clases de gastos (pérdidas durante el transporte y almacenamiento) ",,,,,,,,,,,,,,,,,,,,,
663.4,2495,,Losses of wood during transport and storage; as item in logging costs,Verluste von Holz bei Transport und Lagerung; als Posten in den Holzerntekosten,"förlust av virke vid transport och lagring, drivningskostnader",,,,pérdidas de madera durante el transporte y  almacenamiento: en cuanto a costes de corta ,,,,,,,,,,,,,,,,,lagring av virke: i skog och avlägg (förluster),,,,
664,2496,,Assortments of wood in the rough: logging costs of different,Erntekosten verschiedener Holzsorten,"rundvirkessortiment, drivningskostnader för",,,,clases y dimeàsiones; costo de las diferentes ,,,,,,,,,,,,,,,,,,,,,
664,2497,,Costs and costing of logging operations: costs of particular assortments of wood,Kosten der Holzernte: Kosten verschiedener Holzsortimente,"kostnader och kostnadsberäkning för drivning, kostnader för olika virkessortiment",,,,"costo de las operaciones de corta, coste de determinadas clases de madera ",,,,,,,,,,,,,,,,,,,,,
665,2498,,"Log size, influence on logging costs","Blochgröße, Einfluß auf die Holzerntekosten",,,,,trozas; influencia de las dimensiones de las - en los gastos de corta ,,,,,,,,,,,,,,,Costs and costing of logging operations: influence of stem and log size on costs,Kosten der Holzernte: Einfluß der Stamm- und Blochgröße auf die Kosten der Holzernte: Kosten,"kostnader och kostnadsberäkning för drivning, olika skogsbruksformers och skötselmetoders inverkan på drivningskostnaderna","metsänhoito, metsänhoitotavan vaikutus, rungon ja tukin koon vaikutus",,,
665,2499,,Stem size of trees: influence on logging costs,Stammgröße des Baumes: Einfluß auf die Holzerntekosten,träddimension: inverkan på drivningskostnader,,,,dimensiones del fuste y de las trozas: su influencia en los gastos de corta ,,,,,,,,,,,,,,"tronco de los árboles: dimensiones, su influencia en los gastos de corta ",Size of stem or log: influence on logging costs,Größe der Stämme und Blöcher: Einfluß auf die Holzerntekosten,,,,,"costo de las operaciones de corta, influencia de las dimensiones del fuste y de las trozas en los gastos "
666,2500,,Influence of forms of management and silvicultural systems on costs,Einfluß von Betriebsformen und waldbaulichen Systemen auf die Kosten,inverkan på drivningskostnaderna av skogsskötselsystem,,,,ordenación de montes: influencia de los diferentes métodos de ordenación en los gastos de corta ,,,,,,,,,,,,,,,Costs and costing of logging operations: influence of forms of management and silvicultural systems on costs,Kosten der Holzernte: Einfluß von Betriebsformen und waldbaulichen Systemen auf die Kosten,skoglig indelning: olika skogsbruksformers inverkan på drivningskostnaderna,"metsänhoito, metsänhoitotavan vaikutus",,,"costo de las operaciones de corta, influencia de los diferentes métodos de ordenación y de tratamiento en los gastos "
666,2501,,Silvicultural systems: influence on logging costs,waldbauliche Systeme: Einfluß auf die Holzerntekosten,"skogsskötselsystem, inverkan på drivningskostnaderna",metsänhoitotavan vaikutus kustannuksiin,,,"tratamientos selvícolas, influencia en los costes de corta ",,,,,,,,"Systems, silvicultural: influence on logging costs",Waldbausysteme: Einfluß auf die Holzerntekosten,,,,,,"forest management, influence of form of management on logging costs",Forsteinrichtung: Einfluß des Betriebssystems auf die Kosten,,,,,
667,2502,,budgetting of logging costs,Budgetierung der Holzerntekosten,budgetering av drivningskostnader,,,,presupuestos,,,,,,,,,,,,,,,"Economics of forestry as a business, general: budgetting (of logging costs)","Betriebswirtschaft, forstliche, Allgemeines: Budgetierung (Holzerntekosten)","ekonomi, skoglig företags-, budgetering (drivningskostnader)",,,,economía del monte como negocio; presulpuestos a corto plazo: (coste) 
667,2503,,Costs and costing of logging operations: budgetting and reviewing of costs,Kosten der Holzernte: Budgetierung und Nachprüfung der Kosten,"kostnader och kostnadsberäkning för drivning, budgetering och kostnadskontroll",puunkorjuu: budjetointi ja kulujen arviointi,,,"costo de las operaciones de corta, presupuestos y revisión de gastos ",,,,,,,,,,,,,,,,,,,,,
67,2504,,Accountancy: forest,Rechnungswesen: forstliches,räkenskapsväsen: rörande skogsbruksföretag,liiketuloksen arviointi,,,contabilidad forestal ,,,,,,,,,,,,,,posibilidad de un monte|posibilidades forestales,,,,,,,
671,2505,,Administration: forest (costs),Verwaltung: Forstverwaltung (Kosten),administration: inom skogsbruksföretag (kostnader),metsäyritykset: kulut,,,administración: forestal (gastos) ,,,,,,,,,,,,,,rendimientos financieros forestales,,,,,,,
671,2506,,"Costs and profitability of timber-growing, calculation of: costs of permanent administrative arrangements","Kosten und Rentabilität der (organischen) Holzerzeugung, Kalkulation: Kosten ständiger Verwaltungseinrichtungen","kostnads- och lönsamhetsberäkning för virkesproduktion, kostnader för förvaltningsapparatens bibehållande",,,,"costos y beneficios de la producción maderable, gastos administrativos fijos ",,,,,,,,,,,,,,,,,,,,,
671,2507,,"Economics of forestry as a business, general: financial results, assessment; balancing (basic concepts: income, returns, expenditure, outlay; surplus, costs of permanent administrative arrangements)","Betriebswirtschaft, forstliche, Allgemeines: Erfolgsrechnung; Bilanzierung (Einnahmen, Ertrag; Ausgaben, Aufwand; Überschuß,Gewinn; Kosten ständiger Verwaltungseinrichtungen)","ekonomi, skoglig företags-, resultatberäkning; balanslära (intäkt, kostnad, vinst m.m.)",,,,"economía del monte como negocio, apreciación de los resultados financieros; balance (conceptos  básicos: ingresos, reembolsos, salidas,  gastos,  saldos, beneficios, gastos administrativos fijos) ",,,,,,,,,,intäkt|överskott,tuotot,,,,,,,,,,
672,2508,,balancing,Bilanzierung,balanslära,kustannuslaskenta,,,balance,,,,,,,,,,resultatberäkning,metsäyritykset: kustannuslaskenta,,,,"Economics of forestry as a business, general: financial results, assessment; balancing","Betriebswirtschaft, forstliche, Allgemeines: Erfolgsrechnung; Bilanzierung","ekonomi, skoglig företags-, resultatberäkning; balanslära",,,,"economía del monte como negocio, apreciación de los resultados financieros; balance "
672.1,2509,,capital assets and their valuation,Aktiva und ihre Bewertung,kapitaltillgångarna och deras värdering,käyttöomaisuus ja sen arviointi,,,"valoración forestal, de las existencias ",,,,,,,,,,"skogsvärdering, av kapitaltillgångar","koneet: hankinta, rahoitus|metsänparannus: rahoitus|työkalut ja puunkorjuutoimenpiteet, rahoitus",,,,"Economics of forestry as a business, general: financial results, assessment; balancing (capital assets and their valuation)","Betriebswirtschaft, forstliche, Allgemeines: Erfolgsrechnung; Bilanzierung (Aktiva und ihre Bewertung)",,,,,"economía del monte como negocio, apreciación de los resultados financieros; balance (existencias y su valoración) "
672.2,2510,,Balance of increment and depletion: accountancy in forest enterprises,,balans mellan tillväxt och avgång: resultatberakning inom skogsbruksföretag,"kasvun tai arvioidun kasvun sekä hakkuun ja kuolleisuuden tasapainottaminen, rahoitus",,,balance entre el aumento y la disminución: en empresas forestales ,,,,,,,,,,,,,,,,,,,,,
672.2,2511,,Depletion and increment: accountancy in forest enterprises,,avgång och tillväxt: förhandsberäknad,,,,,,,,,,,,,,,,,,,,,,,,,
672.2,2512,,"Economics of forestry as a business, general: Balance of growth or calculated yield with cutting and mortality","Betriebswirtschaft, forstliche, Allgemeines: Erfolgsrechnung; Bilanzierung (Gegenüberstellung von Zuwachs oder Hiebssatz und Einschlag sowie natürlichem Holzabgang)","ekonomi, skoglig företags-, resultatberäkning; balanslära (balansering av tillväxt eller förutberäknad avverkning mot faktisk avverkning jämte naturlig avgång)",,,,"economía del monte como negocio, apreciación de los resultados financieros; balance (balance entre el crecimiento o producción prevista y la suministrada  por las cortas ordinarias y de incidencias) ",,,,,,,,,,,,,,,,,,,,,
672.2,2513,,Increment: and depletion: (accountancy in forest enterprises),Zuwachs: und Abgang: (Gegenüberstellung im Forstbetrieb),"tillväxt, avgång och: (resultatberäkning inom skogliga företag)",,,,,,,,,,,,,,,,,,,,,,,,,
672.3,2514,,"Reserves, financial; in forest enterprises","Reserven, finanzielle; in forstlichen Unternehmungen:","reserver, finansiella: inom skogsbruksföretag",vararahastot,,,"reservas financieras, en empresas forestales ",,,,,,,,,,,,,,,"Economics of forestry as a business, general: financial results, assessment; balancing (reserve funds)","Betriebswirtschaft, forstliche, Allgemeines: Erfolgsrechnung; Bilanzierung (Reservefonds)","ekonomi, skoglig företags-, resultatberäkning; balanslära (reservfonderder)",,,,"economía del monte como negocio, apreciación de los resultados financieros; balance (fondos de reserva, fondos de amortización) "
672.3,2515,,Sinking funds in forestry,Tilgungsfonds in der Forstwirtschaft,skogliga amerteringsfonder,kuoletusrahastot,,,fondos de amortización en la ciencia forestal,,,,,,,,,,,,,,,"Economics of forestry as a business, general: financial results, assessment; balancing (sinking funds)","Betriebswirtschaft, forstliche, Allgemeines: Erfolgsrechnung; Bilanzierung (Tilgungsfonds)","ekonomi, skoglig företags-, resultatberäkning; balanslära (amorteringsfonder)|amorteringsfonder, skogliga",,,,
673,2516,,Book-keeping in: forest enterprises,Buchhaltung in: Forstbetrieben,bokföring i skogsbruksföretag,kirjanpito: metsäyrityksissä,,,teneduría de libros en: empresas forestales ,,,,,,,,,,,,,,,,,,,,,
673,2517,,"Economics of forestry as a business, general: book-keeping","Betriebswirtschaft, forstliche, Allgemeines: Buchführung","ekonomi, skoglig företags-, bokföring",,,,economía del monte como negocio; teneduria de libros ,,,,,,,,,,,,,,,,,,,,,
673.1,2518,,Book-keeping in: forest enterprises (whole enterprise),Buchhaltung in: Forstbetrieben (Gesamtbetrieb),bokföring i skogsbruksföretag (för företaget i dess helhet),,,,teneduría de libros en: empresas forestales (la totalidad de la empresa) ,,,,,,,,,,,,,,,"Economics of forestry as a business, general: book-keeping (for whole enterprise)","Betriebswirtschaft, forstliche, Allgemeines: Buchführung (gesamter Forstbetrieb)","ekonomi, skoglig företags-, bokföring (för företaget i dess helhet)",,,,economía del monte como negocio; teneduria de libros (para la totalidad de la empresa forestal) 
673.2,2519,,Book-keeping in: forest enterprises (logging operations),Buchhaltung in: Forstbetrieben (Holzernte),bokföring i skogsbruksföretag (för drivning),,,,teneduría de libros en: empresas forestales (operaciones de corta y saca) ,,,,,,,,,,,,,,,"Economics of forestry as a business, general: book-keeping (for logging operations)|Costs and costing of logging operations: book-keeping","Betriebswirtschaft, forstliche, Allgemeines: Buchführung (Holzernte)|Kosten der Holzernte: Buchführung","ekonomi, skoglig företags-, bokföring (för drivning)|kostnader och kostnadsberäkning för drivning, bokföring",,,,"economía del monte como negocio; teneduria de libros (para las operaciones de corta v saca) |costo de las operaciones de corta, teneduría de libros "
674,2520,,"Economics of forestry as a business, general: business statistics","Betriebswirtschaft, forstliche, Allgemeines: Betriebsstatistik","ekonomi, skoglig företags-, företagsekonomisk statistik",metsätalouden liiketilastot,,,"economía del monte como negocio, estadística  comercial ",,,,,,,,,,,,,,,,,,,,,
674,2521,,,,"statistik, skoglig, företagsekonomisk","rakennetilastot, metsäyritykset",,,estadistica comercial,,,,,,,,,,,,,,,,,,,,,
674.1,2522,,"Economics of forestry as a business, general: business statistics (theory and methods)","Betriebswirtschaft, forstliche, Allgemeines: Betriebsstatistik (Theorie und Methoden)","ekonomi, skoglig företags-, företagsekonomisk statistik (teori och metoder)",,,,"economía del monte como negocio, estadística  comercial (teorîa y métodos) ",,,,,,,,,,,,,,,,,,,,,
674.2,2523,,"Economics of forestry as a business, general: business statistics (data)","Betriebswirtschaft, forstliche, Allgemeines: Betriebsstatistik (Daten)","ekonomi, skoglig företags-, företagsekonomisk statistik (data)",,,,"economía del monte como negocio, estadística  comercial (datos) ",,,,,,,,,Betriebskennzahlen,,,,,,,,,,,,
676,2524,,"Economics of forestry as a business, general: financing","Betriebswirtschaft, forstliche, Allgemeines: Finanzierung","ekonomi, skoglig företags-, finansiering",metsätalouden rahoitus,,,economía del monte como negocio; financiación ,,,,,,,,,,,rahoitus,,,,,,,,,,
676.11,2525,,"Improvements, forest: financing of",Verbesserungen im Walde: Finanzierung,"förbättringsåtgärder, skogliga: finansiering",,,,economía del monte como negocio; financiación (de mejoras del monte) ,,,,,,,,,,"markförbättrande åtgärder, finansiering",,,,,"Economics of forestry as a business, general: financing (of forest improvements)","Betriebswirtschaft, forstliche, Allgemeines: Finanzierung (Forstverbesserungen)","ekonomi, skoglig företags-, finansiering (markförbättrande åtgärder)",,,,
676.12,2526,,"Economics of forestry as a business, general: financing (of machines, buildings, transport installations)","Finanzierung von Maschinen, Bauten, Transporteinrichtungen","finanisiering av anläggningsmedel|anläggningsmedel, finansiering",,,,"economía del monte como negocio; financiación (de máquinas, edificios, instalaciones de transporte) ",,,,,,,,,,,,,,,"financing of machines, buildings, transport installations","Betriebswirtschaft, forstliche, Allgemeines: Finanzierung (Maschinen, Bauten, Transporteinrichtungen)","ekonomi, skoglig företags-, finansiering (anläggningsmedel)",,,,
676.13,2527,,"Economics of forestry as a business, general: financing (of logging operations)","Betriebswirtschaft, forstliche, Allgemeines: Finanzierung (Holzernte)","ekonomi, skoglig företags-, finansiering (drivning)",,,,economía del monte como negocio; financiación (de operaciones de corta y saca) ,,,,,,,,,,,,,,,,,,,,,
676.13,2528,,Logging: financing of,Holzeinschlag und -bringung: Finanzierung,drivning: finansiering,,,,"apeo y troceado, financiación ",,,,,,,,,,,,,,,,,,,,,
676.19,2529,,"Economics of forestry as a business, general: financing (of other individual measures)","Betriebswirtschaft, forstliche, Allgemeines: Finanzierung (andere besondere Maßnahmen)","ekonomi, skoglig företags-, finansiering (övrigt)",,,,economía del monte como negocio; financiación (varios) ,,,,,,,,,,,,,,,,,,,,,
676.2,2530,,Credits: forestry (as method of financing),Kredite: Forstwirtschaft (als Finanzierungsmethode),krediter: till skogsbruket (som finansieringsform),,,,créditos: para empresas forestales (como método financiero) ,,,,,,,,,,lån,,,,,,,,,,,
676.2,2531,,"Economics of forestry as a business, general: financing (different methods of)","Betriebswirtschaft, forstliche, Allgemeines: Finanzierung (verschiedene Methoden)","ekonomi, skoglig företags-, finansiering (olika finansieringsformer)",,,,economía del monte como negocio; financiación (diferentes métodos de) ,,,,,,,,,,,,,,,,,,,,,
676.2,2532,,"Reserves, financial: financing out of","Reserven, finanzielle; in forstlichen Unternehmungen: Finanzierung aus","reserver, finansiella: finansiering med hjälp av",,,,"reservas financieras, financiación con ",,,,,,,,,,självfinansiering|sparande,,,,,,,,,,,
676.2,2533,,Sinking funds in forestry: financing out of,Tilgungsfonds in der Forstwirtschaft: Finanzierung aus,skogliga amorteringsfonder: finansiering med hjälp av,,,,amortización:  financiación aparte de - ,,,,,,,,,,finanisiering med hjälp av skogliga amorteringsfonder,,,,,,,,,,,
676.2,2534,,Subsidies: forestry (as method of financing),Subventionen: Forstwirtschaft als Finanzierungsmethode,subventioner: till skogsbruk (finansiering med hjälp av),,,,subvenciones forestales (como método de financiación) ,,,,,,,,,,subsidier,,,,,,,,,,,
676.4,2535,,"Certification, financing","Zertifizierung, Finanzierung",certifikation: finansiering,sertifiointi: rahoitus,,,,,,,,,,,,,,,,,,,,,,,,
676.4,2536,,"Conservation, financing","Erhaltung, Finanzierung",naturskydd: finansiering,suojelu: rahoitus,,,,,,,,,,,,,,,,,,,,,,,,
676.4,2537,,Financing of certification and conservation,Finanzierung von Zertifizierung und Erhaltung,"kostnader av skogshushållning, certifiering",metsätalouden kustannukse: sertifiointi,,,,,,,,,,,,,,,,,,,,,,,,
677,2538,,"Economics of forestry as a business, general: budgetting","Betriebswirtschaft, forstliche, Allgemeines: Budgetierung","ekonomi, skoglig företags-, budgetering",,,,economía del monte como negocio; presulpuestos a corto plazo ,,,,,,,,,,,,,,,,,,,,,
677,2539,,"Economics of forestry as a business, general: short-term planning","Betriebswirtschaft, forstliche, Allgemeines: kurzfristige Planung","ekonomi, skoglig företags-, kortsiktig planläggning",lyhytaikainen suunnittelu ja budjetointi,,,economía del monte como negocio; planeamientos a corto plazo ,,,,,,,,,,,,,,,,,,,,,
68,2540,,Administration: forest,Verwaltung: Forstverwaltung,administration: inom skogsbruksföretag,,,,administración: forestal ,,,,se även,,förvaltning,,,,skogsföretag: förvaltning och organisation,metsäyritykset: hallinto ja organisointi,,,,,,,,,,
68,2541,,,,organisation av skogsbruksföretag,metsäyritysten organisointi,,,,,,,,,,,,,,,,,,,,,,,,
681,2542,,"Administration: forest (national, federal, state etc. forests)","Verwaltung: Forstverwaltung (Bundes-, Länder-, Kantone-, Gemeindeforsten usw.",administration: inom skogsbruksföretag (statliga skogr),"metsähallinto, kansallinen (liittovaltion, osavaltion)",,,"administración: forestal (servicios forestales nacionales, federales, estatales. etc.)",,,,,,,,,,,,,,,,,,,,,
681,2543,,"Forest services (national, federal, state)",Forstverwaltungen (öffentliche),"förvaltning, skoglig, offentlig",valtion metsätalouden hallinto,,,"servicios forestales (nacional, federal, estatal) ",,,,,,,,,,,,,,,,,,,,,
681.1,2544,,"Forest services (national, federal, state): position in relation to Government departments",Forstverwaltungen (öffentliche): Stellung und Verhältnis zu den übrigen Institutionen der öffentlichen Verwaltung,"förvaltning, skoglig, offentlig, ställning i förhållande till andra offentliga institutioner",,,,"servicios forestales, dependencia y relación con los Departamentos gubernamentales ",,,,,,,,,,,,,,,,,,,,,
681.2,2545,,"Forest services (national, federal, state): structure, branches and units","Forstverwaltungen (öffentliche): Aufbau, Verwaltungszweige und -einheiten","förvaltning, skoglig, offentlig, förvaltningsstruktur",,,,"servicios forestales, estructura de la administración, ramos y unidades ",,,,,,,,,,,,,,,,,,,,,
681.3,2546,,"Forest services (national, federal, state): staff: establishment, ranks and categories","Forstverwaltungen (öffentliche): Beamtenkörper: Aufbau, Einrichtung, Ränge, Klassen usw.","förvaltning, skoglig, offentlig, personalorganisation",,,,"servicios forestales, personal: plantilla, clases y categorías ",,,,,,,,,,,,,,,,,,,,,"personal, cuestiones relacionadas con el: en el monte público "
681.3,2547,,"Staff questions: in State (establishment, ranks and categories)","Personalfragen: öffentliche Forstverwaltung (Aufbau, Einrichtung, Ränge, Klassen usw.)","personalfrågor: inom offentligt skogsbruk (tjänsteställning, kategoriindelning)",,,,"personal, cuestiones relacionadas con el: en el monte público (plantilla, clases y categorías) ",,,,,,,,,,,,,,,,,,,,,
681.4,2548,,"Forest services (national, federal, state): staff: conditions of service, responsibilities etc.","Forstverwaltungen (öffentliche): Beamtenkörper: Beamtenrecht, Anstellungsbedingungen, Verantwortlichkeiten usw.,","förvaltning, skoglig, offentlig, personalförhållanden",,,,"servicios forestales, personal: condiciones del servicio, responsabilidades, - etc. ",,,,,,,,,,,,,,,,,,,,,
681.4,2549,,"Staff questions: in State (conditions of service, responsibilities etc.)","Personalfragen: öffentliche Forstverwaltung (Beamtenrecht, Anstellungsbedingungen, Verantwortlichkeiten usw.)","personalfrågor: inom offentligt skogsbruk (tjänsterätt, ansvarsskyldighet m.m.)",,,,"personal, cuestiones relacionadas con el: en el monte público (condiciones del servicio, responsabilidades.,etc.)  ",,,,,,,,,,anställningsvillkor|ansvarsskyldighet|tjänsterätt,,,,,,,,,,,
681.7,2550,,"Forest services (national, federal, state): administrative procedure",Forstverwaltungen (öffentliche): Geschäftsbehandlung,"förvaltning, skoglig, offentlig, ärendenas behandlingsgång",,,,"servicios forestales, procedimiento administrativo ",,,,,,,,,,,,,,,,,,,,,
682,2551,,Administration: forest (private forests),Verwaltung: Forstverwaltung (Privatforsten),administration: inom skogsbruksföretag (enskilda skogar),yksityisten metsäyhtiöiden hallinto,,,administración: forestal (montes  particulares) ,,,,,,,,,,,,,,,,,,,,,
682,2552,,Staff questions: in private forestry,Personalfragen: Privatforstverwaltung,personalfrågor: inom enskilt skogsbruk,henkilöstökysymykset yksityismetsätaloudessa,,,"personal, cuestiones relacionadas con el: en el monte particular  ",,,,,,,,,,,,,,,,,,,,,
683,2553,,"Office organization, forest",Geschäftszimmerorganisation,kontorsorganisation inom skogsbruksföretag,metsäyritysten toimisto-organisaatio,,,"servicio forestal, organización del ",,,,,,,,,,,toimisto-organisaatio,,,,,,,,,,
684,2554,,"forest Labour, management of","Arbeitseinsatz, verwaltungsmäßige Handhabung","arbetskraft inom skogsbruk och skogsindustrier, organisation av (i skogsbruk)",työnjohto,,,ordenación; organización obrera ,,,,,,,,,,arbetskraftstillgång,,,,,,,"Management, forest labour",,,,
684,2555,,Work: planning of (administrative aspects),Arbeit: Handhabung des Arbeitseinsatzes durch die Verwaltung,arbete: planläggning (administrativa synpunkter),,,,trabajo: organización obrera (aspecto administrativo) ,,,,,,,,,,,,,,,,,,,,,
685,2556,,"Telecommunications, forest: planning and organization","Fernverbindungen, forstliche: Planung und Organisation","telekommunikationer, skogliga: planläggning och organisation",sähköisen viestinnän suunnittelu ja organisointi (metsäyritykset),,,telecomunicaciones forestales: planeamiento y organización ,,,,,,,,,,,,,,,,,,,,,
685.1,2557,,"Telecommunications, forest: telephonic and telegraphic","Fernverbindungen, forstliche: Telephon und Telegraph",telefon och telegraf,puhelimet (metsäyritysten viestintä),,,telecomunicaciones forestales: telefónicas y telegráficas ,,,,,,,,,,,,,,,,,"telekommunikationer, skogliga: telefon och telegraf",,,,
685.2,2558,,Radio communications in forestry: planning and organization,Radioverbindungen in der Forstwirtschaft: Planung und Organisation,radioanläggningar inom skogsbruket: planläggning och organisation,"radio, metsäyrityksissä",,,"radio; comunicación por - en el monte, planeamiento y organización ",,,,,,,,,,,,,,,,,,,,,
685.2,2559,,"Telecommunications, forest: radio","Fernverbindungen, forstliche: Radio","telekommunikationer, skogliga: radio",,,,telecomunicaciones forestales: radio ,,,,,,,,,,,,,,,,,,,,,
685.3,2560,,"Telecommunications, forest: visual","Fernverbindungen, forstliche: Sichtzeichen","telekommunikationer, skogliga: visuella",,,,telecomunicaciones forestales: visuales ,,,,,,,,,,,,,,,,,,,,,
685.3,2561,,"Visual communications in forestry, planning and organization","Sichtzeichen, Fernverbindungen im Forstwesen, Planung und Organisation","optisk signalering i skogsbruket, planläggning och organisation",visuaaliset viestimet (metsäyritykset),,,visuales; comunicaciones - en el monte; planeamiento y organización ,,,,,,,,,,,,,,,,,,,,,
685.4,2562,,Computer networks (planning and organizing),Computernetzwerke,datanät (i företag),tietokoneet ja verkot (metsäyritykset),,,,,,,,,,,,,,,,,,"Networks, computer (planning and organizing)","Netzwerke, Computer",,,,,
686,2563,,"Transport of forest products: technique, equipment etc: planning and organization of installations",Transport der Forsterzeugnisse: Planung und Organisation von Transporteinrichtungen,"transport av skogsprodukter: teknik, utrustning m.m., planläggning och organisation av anläggningar","rakennusten ja liikenteen suunnittelu ja organisointi (tiet, urat jne.)",,,transporte de productos forestales: planeamiento y organización de instalaciones de ,,,,,,,,,,,,,,,,,,,,,
686.2,2564,,"Buildings, forest: planning and organization","Bauten, forstliche: Planung und Organisation","byggnader, skogliga: planläggning och organisation",,,,edificaciones forestales: planeaamiento y organización ,,,,,,,,,,,,,,,,,,,,,
686.2,2565,,"Workers': quarters (forest workers), construction other aspects",Arbeiter: Bau von Werkswohnungen usw. (Planung und Organisation),"arbetare: baracker (skogsarbetare), andra synpunkter",,,,trabajadores: otros aspectos ,,,,,,,,,,,,,,,,,,,,,
686.3,2566,,"Roads, forest: general planning of road network",Waldwege: allgemeine Planung des Wegenetzes,skogsvägar: allmän planläggning av vägnät,,,,"caminos forestales, planearniento general de la red de ",,,,,,,,,Straßen: Wegenetzplanung,,,,,,,,,,,,
686.31,2567,,"Roads, forest: general planning of road network (permanent roads)",Waldwege: allgemeine Planung des Wegenetzes (ständige Straßen),skogsvägar: (permanenta vägar),,,,"caminos forestales, planearniento general de la red de carreteras permanentes",,,,,,,,,,,,,,,,,,,,,
686.32,2568,,"Roads, forest: general planning of road network (temporary roads)",Waldwege: allgemeine Planung des Wegenetzes (nichtständige Wege),skogsvägar: (tillfälliga vägar),,,,"caminos forestales, planearniento general de la red de pistas provisionales",,,,,,,,,,,,,,,,,,,,,
686.33,2569,,Extraction lanes,,"släpvägar, planläggning av",,,,"extracción, sendas para la ",,,,,,,,,,,,,,,,,,,,,
686.33,2570,,forest rides,Reitwege im Walde,ridvägar,,,,carriles  forestales ,,,,,,,,,,,,,,,,,,,,,
686.33,2571,,"Forest roads: general planning of road network (extraction lanes, rides etc.)",Waldwege: allgemeine Planung des Wegenetzes (Schneisen usw.),skogsvägar: (släp- och ridvägar m.m.),,,,"caminos forestales, planearniento general de la red de sendas de extracción, carriles, etc.",,,,,,,,,,,,,,,,,,,,,
686.34,2572,,Inspection paths: planning etc.,Begangspfade: Planung,inspektionsstigar: planläggning av,,,,sendas de vigilancia: planeamiento ,,,,,,,,,,,,,,,"Paths, inspection: planning",,,,,,
686.34,2573,,"Roads, forest: general planning of road network (inspection paths)",Waldwege: allgemeine Planung des Wegenetzes (Begangspfade),skogsvägar: (inspektionsstigar),,,,"caminos forestales, planearniento general de la red de sendas de vigilancia",,,,,,,,,,,,,,,,,,,,,
687,2574,,,,"transport av arbetskraft, förråd och utrustning","kuljetuksen suunnittelu ja organisointi (työvoiman, tarvikkeiden ja välineiden maa-, vesi- ja ilmakuljetukset)",,,"transporte de obreros, suministros y equipos al monte: planeamiento y organización ",,,,,,,,,,,,,,,,,,,,,
687.1,2575,,"Transport of men, supplies and equipment in forestry planning and organization","Transport von Personen, Vorräten und Ausrüstung: Planung und Organisation","landtransport, planläggning och organisation",,,,,,,,,,,,,,,,,,,,,,,,,
687.1,2576,,"Transport of men, supplies and equipment in forestry planning and organization: land","Transport von Personen, Vorräten und Ausrüstung: Land","transport av arbetskraft, till lands",,,,"transporte de obreros, suministros y equipos al monte: terrestre ",,,,,,,,,,,,,,,,,,,,,
687.2,2577,,"Transport of men, supplies and equipment in forestry planning and organization: water","Transport von Personen, Vorräten und Ausrüstung: Wasser","transport av arbetskraft, till sjöss",,,,"transporte de obreros, suministros y equipos al monte: ﬂuvial ",,,,,,,,,,,,,,,,,,,,,
687.2,2578,,"Water transport of men, supplies and equipment: in forestry","Wassertransport, Menschen, Material und Ausrüstung: in der Forstwirtschaft","transport via vattenleder av arbetskraft, förråd och utrustning",,,,"agua; transporte  por - de hombres, suministros y equipos: en el monte ",,,,,,,,,,,,,,,,,,,,,
687.3,2579,,"Air transport of men, supplies etc.: in forestry","Lufttransport von Menschen, Material usw.: in der Forstwirtschaft","lufttransport av personal, materiel m.m. i skogsbruket",,,,,,,,,,,,,,,,,,,,,,,,,
687.3,2580,,"Transport of men, supplies and equipment in forestry planning and organization: air","Transport von Personen, Vorräten und Ausrüstung: Luft","transport av arbetskraft, i luften",,,,"transporte de obreros, suministros y equipos al monte: aéreo ",,,,,,,,,,,,,,,,,,,,,
71,2581,,Marketing of forest products,Handel mit Forsterzeugnissen,handel med skogsprodukter,metsäntuotteet: markkinointi,,,comercio de productos forestales ,,,,,,,,,,tillgång på skogsprodukter|konsumtion av skogsprodukter,,,,,,,,,,,
