fdcNumber,date-eng,date-ger,date-fre,date-fin,date-swe,date-sp,RecordType,BT,seeAlso,prefLabel-eng,includingNote-eng,scopeNote-eng,fdcNumber-fi,prefLabel-fin,includingNote-fin,scopeNote-fin,fdcNumber-de,prefLabel-ger,includingNote-ger,scopeNote-ger,dcoNumber-fre,prefLabel-fre,includingNote-fre,scopeNote-fre,prefLabel-swe,includingNote-swe,scopeNote-swe,prefLabel-slv,includingNote-slv,scopeNote-slv,prefLabel-spa,includingNote-spa,scopeNote-spa,old-classnames
521.25,1954,1992,,2016,1966,1959,,521.2,,Effects of errors in actual measurement,,,521.25,Mittausvirheiden vaikutus,,,521.25 ,Wirkungen von Meßfehlern,,,521.25,Influence des erreurs commises dans les mesures elles-mêmes,,,Inverkan av mätningsfel,(diameter vid brösthöjd),,,,,Consecuencias de los errores en las mediciones,,,
521.26,1954,1992,,2016,1966,1959,,521.2,,"Determination in presence of root swelling, buttresses etc.",,,521.26,Tyviturpoaman ja -paksuneman vaikutus,,,521.26 ,"Ermittlung bei Vorliegen von Wurzelanläufen, Brettwurzeln, Stammausbauchungen usw.",,,521.26,"Estimation en présence d'empattements, contre-forts, etc.",,,"Mätning vid förekomst av rotansvällning, rotben o.d.",(diameter vid brösthöjd),,,,,"Mediciones en los casos de abultamiento de raíces, costillas del tronco, etc.",,,
521.27,1954,1992,,2016,1966,1959,,521.2,,Estimation from stump measurements,,,521.27,Arvioiminen kannon mitoista,,,521.27 ,Schätzung nach Stockabmessungen,,,521.27,Estimation d'après la mesure des souches,,,Uppskattning med ledning av stubbmätningar,(diameter vid brösthöjd),,,,,A foro a partir de las medidas del tocón,,,
521.29,1954,1992,,2016,1966,1959,,521.2,,Miscellaneous,,,521.29,Sekalaista,,,521.29 ,Verschiedenes,,,521.29,Divers,,,Övrigt,(diameter vid brösthöjd),,,,,Varios,,,
521.3,1954,1992,,2016,1966,1959,,521,,At other positions,,,521.3,Halkaisija muissa kohdissa,,,521.3 ,Andere Messungen als in Brusthöhe,,,521.3,À d'autres hauteurs,,,Andra mätningar än vid brösthöjd,,,,,,En otros puntos,,,
521.32,1954,1992,,2016,1966,1959,,521.3,,Mid-diameter (mid-girth),,,521.32,Keskihalkaisija,,,521.32 ,Mittendurchmesser (Mittenumfang),,,521.32,Diamètre à mi-hauteur (circonférence à mi-hauteur),,,Mittdiameter (mittomkrets),,,,,,Diámetro medio (circumferencia media),,circumferencia media,
521.321,1954,1992,,2016,1966,1959,,521.32,,Tables,,,521.321,Taulukot,,,521.321 ,Tafeln,,,521.321,Tables,,,Tabeller,(mittdiameter),,,,,Tablas,,,
521.329,1954,1992,,2016,1966,1959,,521.32,,Miscellaneous,,,521.329,Sekalaista,,,521.329 ,Verschiedenes,,,521.329,Divers,,,Övrigt,(mittdiameter),,,,,Varios,,,
521.39,1954,1992,,2016,1966,1959,,521.3,,Miscellaneous,,,521.39,Sekalaista,,,521.39 ,Verschiedenes,,,521.39,Divers,,,Övrigt,(andra mätningar),,,,,Varios,,,
521.5,1954,1992,,2016,1966,1959,,521,,Sectional area: general,,,521.5,Poikkileikkausala: yleistä,,,521.5 ,Kreisfläche im allgemeinen,,,521.5,Section transversale en général,,,Stamgrundyta (tvärsnittets areal) : allmänt,,,,,,Area de la sección: generalidades,,,
521.51,1954,1992,,2016,1966,1959,,521.5,,Tables,,,521.51,Taulukot,,,521.51 ,Tafeln,,,521.51,Tables,,,Tabeller,(stamgrundyta),,,,,Tablas,,,
521.6,1954,1992,,2016,1966,1959,,521,,Basal area (sectional area at breast height),,,521.6,Pohjapinta-ala (poikkileikkausala rinnankorkeusdelta mitattuna) ,,,521.6 ,Grundfläche (Kreisfläche in Brusthöhe),,,521.6,Surface terrière (section transversale à hauteur de poitrine),,,Grundyta (tvärsnittets area vid brösthöjd),,,,,,Area basimétrica (área de la sección a la altura del pecho),,,
521.61,1954,1992,,2016,1966,1959,,521.6,,Of single stems,,,521.61,Yksittäiset rungot,,,521.61 ,Einzelstamm,,,521.61,D'arbres pris individuellement,,,Av enskilda träd,(grundyta),,,,,De árboles aislados,,,
521.62,1954/1983,1992,1960,2016,1966,1959,,521.6,524.63,Of groups or stands. Mean basal area. Angle count method (relascope). Point sampling. ,,,521.62,Metsiköt. Keskimääräinen poikkilekkauala. Kulmamittausmenetelmä (relaskooppi). Pistemittaus.,,,521.62 ,Baumgruppen und Bestände. Mittlere Grundfläche. Winkelzählprobe (Relaskop) ,,,521.62,De groupes d'arbres ou de peuplements. Surface terrière moyenne. Inventaire sous angle constant (relascope),,,Av bestånd. Medelgrundyta,,[See also 524.63],,,,De grupos o rodales. Area basimétrica media,,,
521.69,1954,1992,,2016,1966,1959,,521.6,,Miscellaneous,,,521.69,Sekalaista,,,521.69 ,Verschiedenes,,,521.69,Divers,,,Övrigt,,,,,,Varios,,,
521.7,1954,1992,,2016,1966,1959,,521,,Sectional area at other positions,,,521.7,Poikkileikkausala muilla korkeuksilla kuin rinnankorkeudella,,,521.7 ,Kreisfläche in anderen Meßhöhen als die Brusthöhe,,,521.7,Section transversale à d'autres hauteurs,,,Stamgrundyta vid andra mäthöjder än vid brösthöjd,,,,,,Area de la sección en otros puntos,,,
521.9,1954,1992,,2016,1966,1959,,521,,Miscellaneous,,,521.9,Sekalaista,,,521.9 ,Verschiedenes,,,521.9,Divers,,,Övrigt,,,,,,Varios,,,
522,1954,1992,,2016,1966,1959,,52,,"Height, length",,,522,"Korkeus, pituus",,,522,"Höhe, Länge",,,522,"Hauteur, longueur",,,"Höjd, längd",,,,,,"Altura, longitud",,,
522.1,1954,1992,,2016,1966,1959,,522,,Of felled trees,,,522.1,Kaadetut puut,,,522.1 ,Gefällte (liegende) Stämme,,,522.1,D'arbres abattus,,,Av fällda träd,"(höjd, längd)",,,,,De árboles apeados,,,
522.2,1954,1992,,2016,1966,1959,,522,,Of individual standing trees,,,522.2,Yksittäiset puut,,,522.2 ,Einzelne stehende Bäume,,,522.2,D'arbres sur pied pris individuellement,,,Av enskilda stående träd,"(höjd, längd)",,,,,De árboles en pie aislados,,,
522.3,1954,1992,,2016,1966,1959,,522,,Of groups and stands (mean height),,,522.3,Metsiköt (keskikorkeus),,,522.3 ,Baumgruppen und Bestände (mittlere Höhe),,,522.3,De groupes d'arbres et de peuplements (hauteur moyenne),,,Av bestånd (medelhöjd),"(höjd, längd)",,,,,De grupos y rodales (altura media),,,
522.31,1954,1992,,2016,1966,1959,,522.3,,Height curves and tables,,,522.31,Korkeuskäyrät ja -taulukot,,,522.31 ,Höhenkurven und -tafeln,,,522.31,Courbes et tables des hauteurs,,,Höjdkurvor och -tabeller,,,,,,Curvas y tablas de alturas,,,
523,1954,1992,,2016,1966,1959,,52,,Bark (including bark increment),,,523,Kuori (mukaan lukien kuoren kasvu),,,523,Rinde (einschl. Rindenzuwachs),,,523,Ecorce (y compris accroissement de l'écorce),,,Bark ,(inberäknat barkens tillväxt),,,,,Corteza,incluyendo crecimiento de la misma,,
523.1,1954,1992,,2016,1966,1959,,523,,Thickness,,,523.1,Paksuus,,,523.1 ,Rindenstärke,,,523.1,Epaisseur,,,Tjocklek,(bark),,,,,Espesor,,,
523.2,1954,1992,,2016,1966,1959,,523,,"Form, variation in thickness with position on stem",,,523.2,"Muoto, paksuuden vaihtelu rungon eri kohdissa",,,523.2 ,"Form des Rindenkörpers, Änderungen der Rindenstärke an den verschiedenen Teilen des Stammes",,,523.2,"Configuration, variation de l'épaisseur suivant la position sur la tige",,,Form och variation i tjocklek inom olika delar av stammen,(bark),,,,,"Forma, variación en espesor con la posición en el tronco",,,
523.3,1954,1992,,2016,1966,1959,,523,,Volume. Bark %,,,523.3,Tilavuus. Kuoriprosentti,,,523.3 ,Masseninhalt. Rindenprozent,,,523.3,Volume. Pourcentage d'écorce,,,Volym. Barkprocent,,,,,,Volumen. Tanto por ciento de corteza,,,
523.9,1954,1992,,2016,1966,1959,,523,,Miscellaneous,,,523.9,Sekalaista,,,523.9 ,Verschiedenes,,,523.9,Divers,,,Övrigt,(bark),,,,,Varios,,,
524,1954,1992,,2016,1966,1959,,52,,Determination of the volume of trees and stands,,,524,Puiden ja metsiköiden tilavuuden määritys,,,524,Ermittlung des Masseninhalts von Bäumen und Beständen,,,524,Estimation du volume des arbres et des peuplements,,,Bestämning av volymen av enskilda träd och bestånd,,,,,,Cubicación de árboles y masas,,,
524.1,1954,1992,,2016,1966,1959,,524,,Principles of volume determination. Form (Taper),,,524.1,Tilavuuden laskennan periaatteet. Muoto (kapeneminen),,,524.1 ,Grundlagen der Massenermittlung. Form (Abholzigkeit usw.),,,524.1,Principes de l'estimation en volume. Coefficient de forme (Décroissance),,,Principer för volymbestämning. Form (Avsmalning),,,,,,Bases para la determinación volumétrica. Forma (conicidad) del tronco,,,
524.11,1954,1992,,2016,1966,1959,,524.1,524.314,"Geometrical solids and volume formulae based on these. Mathematical, mechanical and other expressions of form. ",,,524.11,"Geometriset muodot ja niiden tilavuusmallit. Matemaatiset, mekaaniset ja muut muodon ilmaisutavat. ",,,524.11 ,"Geometrische Körper und auf ihnen beruhende Massenformeln. Mathematische, mechanische und andere Ausdrucksweisen der Form ",,,524.11,"Solides géométriques et formules permettant de calculer leurs volumes. Expressions mathématiques, mécaniques et autres de la forme des arbres",,,"Geometriska kroppar och på dessa baserade volymformler. Matematiska, mekaniska och andra uttryck för form",,[Jfr även 524.314],,,,"Formas geométricas y sus fórmulas de volumen. Expresiones de forma matemática, mecánica y otras",,Consultese también 524.314,
524.12,1954,1992,,2016,1966,1959,,524.1,,Form factors and form height,,,524.12,Muotokertoimet ja muodon korkeus,,,524.12 ,Formzahlen und Formhöhe,,,524.12,Coefficient de forme et hauteur corrigée par le coefficient de forme,,,Formfaktorer och formhöjd,,,,,,Coeficiente mórfico y su producto por la altura total,,,
524.121,1954,1992,,2016,1966,1959,,524.12,,Tables,,,524.121,Taulukot,,,524.121 ,Tafeln,,,524.121,Tables,,,Tabeller,(formfaktorer),,,,,Tablas,,,
524.13,1954,1992,,2016,1966,1959,,524.1,,Form quotient and form classes. Form point,,,524.13,Muotoluokat. Muotopiste,,,524.13 ,Formquotient und Formklassen. Formpunkt,,,524.13,Coefficient de décroissance et catégories de formes. Point de forme,,,Formkvot och formklasser. Formpunkt,,,,,,Coeficiente de forma y sus clases. Centro geométrico de la copa,,,
524.131,1954,1992,,2016,1966,1959,,524.13,,Tables,,,524.131,Taulukot,,,524.131 ,Tafeln,,,524.131,Tables,,,Tabeller,(formkvot),,,,,Tablas,,,
524.14,1954,1992,,2016,1966,1959,,524.1,,Taper expressed as a gradient,,,524.14,Kapeneminen ilmaistuna gradienttina,,,524.14 ,Durchmesserabnahme (Ausbauchungsreihen),,,524.14,Décroissance métrique (défilement),,,Avsmalning per längdenhet,,,,,,"Conicidad del tronco, expresada como un gradiente",,,
524.15,1954,1992,,2016,1966,1959,,524.1,,Form of particular portions of the stem ,"(top, root swelling etc.)",,524.15,Rungon eri osien muoto,"(latvus, tyviturpoama, jne.)",,524.15 ,Form besonderer Stammteile ,"(Zopf, Wurzelanlauf usw.)",,524.15,Configuration de certaines parties du fût ,"(sommet empattement, etc.)",,Formen inom särskilda delar av stammen ,"(topp, rotansvällning m.m.)",,,,,Forma de determinadas partes del tronco,"raberón, abultamiento de raíces, etc.",,
524.18,1954,1992,,2016,1966,1959,,524.1,,Form of branches,,,524.18,Oksien muoto,,,524.18 ,Form der Äste,,,524.18,Configuration des branches,,,Grenarnas form,,,,,,Forma de las ramas,,,
524.19,1954,1992,,2016,1966,1959,,524.1,,Miscellaneous,,,524.19,Sekalaista,,,524.19 ,Verschiedenes,,,524.19,Divers,,,Övrigt,,,,,,Varios,,,
524.2,1954,1992,,2016,1966,1959,,524,,Volume of single trees,,,524.2,Yksittäisen puun tilavuus,,,524.2 ,Massenermittlung des Einzelstammes,,,524.2,Cubage d'arbres pris individuellement,,,Volymen av enskilda träd,,,,,,Volumen de árboles aislados,,,
524.3,1954,1992,,2016,1966,1959,,524,,Volume of tree groups and stands ,"(e.g. sample plots, including methods of finding the volume of individual sample areas)","[for recording procedure and for arrangement, shape and size of sample areas etc. see under 524.4 and 524.6]",524.3,Puuryhmän tai metsikön tilavuus,"(esim. koeala, sisällytä tähän yksittäisen koealan puiden tilavuuden laskenta)","[Mittaustapa ja koelan muoto ja koko, jne. katso 524.4 ja 524.6]",524.3 ,Massenermittlung von Baumgruppen und Beständen ,"(z.B. Probeflächen)  Hierher gehören die Methoden der Massenermittlung einzelner Probeflächen; dagegen sind Fragen der Protokollierung sowie der Anlage, Form und Größe der Probefläche usw. ",unter 524.4 und 524.6 einzureihen],524.3,Cubage de groupes d'arbres et de peuplements ,"(par ex. placettes d'expériences. Comprendre sous cette rubrique les procédés destinés simplement à déterminer le volume du peuplement d'une place d'essai, mais pour les comptages, de même que pour 1a disposition, la forme et les dimensions à donner aux placettes, etc.)",[Voir aussi 524.4 et 524],Volymen av bestånd (t.ex. provytor),,"[Under denna rubrik ingår metoder för att fastställa volymen av enskilda provytor, men betr. protokollföring av mätningar och observationer, anläggning, form och storlek av provytor m.m. hänvisas till 524.4 och 524.6]",,,,Volumen de grupos de árboles y masas,"p.ej., parcelas de ensayo","Incluir en este titulo métodos para hallar el volumen de una determinada parcela de ensayo; pero, para los procedimientos, de registro de datos, distribución, forma y dimensiones de los rodales, véanse 524.4 y 524.6",
524.31,1954,1992,,2016,1966,1959,,524.3,,Principles. Formulae and tables etc.,,,524.31,Periaatteet. Kaavat ja taulukot jne.,,,524.31 ,"Grundlagen. Formeln, Tafeln usw.",,,524.31,"Principes. Formules et tables, etc.",,,Principer. Formler och tabeller m.m.,,,,,,"Bases. Fórmulas y tablas, etc.",,,
524.311,1954,1992,,2016,1966,1959,,524.31,,Principles,,,524.311,Periaatteet,,,524.311 ,Grundlagen,,,524.311,Principes,,,Principer,,,,,,Bases,,,
524.314,1954,1992,,2016,1966,1959,,524.31,524.11,Empirical volume formulae. ,,,524.314,Empiiriset tilavuusmallit,,,524.314 ,Empirische Massenformeln ,,,524.314,Formules empiriques de cubage,,,Empiriska volymformler,,[Jfr även 524.11],,,,Fórmulas de volumen empíricas,,Referencia a 524.11,
524.315,1954,1992,,2016,1966,1959,,524.31,,Volume tables and their construction,,,524.315,Tilavuustaulukot ja niiden muodostaminen,,,524.315 ,Massentafeln und ihre Aufstellung,,,524.315,Tables de cubage et leur établissement,,,Volymtabeller och deras konstruktion,,,,,,Tablas de cubicación y su formación,,,
524.319,1954,1992,,2016,1966,1959,,524.31,,Miscellaneous,,,524.319,Sekalaista,,,524.319 ,Verschiedenes,,,524.319,Divers,,,Övrigt,,,,,,Varios,,,
524.32,1954,1992,,2016,1966,1959,,524.3,,Volume as determined by felling,,,524.32,Tilavuus hakkuussa mitattuna,,,524.32 ,Masse auf Grund des Fällungsergebnisses,,,524.32,Volume tel qu'il est après abattage,,,Bestämning av volymen genom fällning,,,,,,Volumen determinado por apeo,,,
524.33,1954,1992,,2016,1966,1959,,524.3,,Volume based on all trees but without selection of sample trees,,,524.33,Tilavuus kaikkien puiden perusteella valitsematta näytepuita,,,524.33 ,"Masse auf Grund der Messung aller Bäume, jedoch ohne Benutzung von Probestämmen",,,524.33,"Volume basé sur I'ensemble des arbres, mais sans choix de tiges d'essais",,,Volymbestämning grundad på samtliga träd utan uttagande av provträd,,,,,,"Volumen obtenido por medición de todos los árboles, sin selección de árboles tipos",,,
524.34,1954,1992,,2016,1966,1959,,524.3,,Volume based on all trees plus sample-tree data. Mean-tree methods,,,524.34,Tilavuus kaikkien puiden ja näytepuiden perusteella. Keskiarvomenetelmä,,,524.34 ,Masse auf Grund der Messung aller Bäume mit Benutzung von Probestämmen. Mittelstamm-Methoden,,,524.34,"Volume basé sur l'ensemble des arbres, avec choix de tiges d'essais. Méthodes de l'arbre moyen",,,"Volymbestämning grundad på samtliga träd jämte data från provträd. Metoder grundade på ""medelträd""",,,,,,Volumen de todos los árboles obtenido con los datos de los árboles tipos. Método del árbol medio,,,
524.36,1954,1992,,2016,1966,1959,,524.3,,Volume based on area and past felling records,,,524.36,Tilavuus alueen ja aikaisempien hakkuiden mittausten perusteella,,,524.36 ,Masse auf Grund der Fläche und früherer Fällungsergebnisse,,,524.36,Volume basé sur la superficie et les résultats d'exploitations antérieures,,,Volymbestämning grundad på areal och uppgifter på tidigare avverkat virke,,,,,,Volumen por superficie utilizando datos de cortas anteriores,,,
524.37,1954,1992,,2016,1966,1959,,524.3,,Volume based on area and yield-table data,,,524.37,Tilavuus alueen ja tilavuustaulukoiden perusteella,,,524.37 ,Masse auf Grund der Fläche und von Ertragstafeln,,,524.37,Volume basé sur la superficie et les données de tables de production,,,"Volymbestämning grundad på areal och uppgifter från erfarenhets- (avkastnings-, produktions-)tabeller och tillväxtöversikter",,,,,,Volumen por superficie utilizando datos de tablas de producción,,,
524.38,1954,1992,,2016,1966,1959,,524.3,,Ocular estimation,,,524.38,Silmämääräinen tilavuuden arviointi,,,524.38 ,Okularschätzung,,,524.38,Estimation à l'œil,,,0kularuppskattning,,,,,,Estimación a ojo,,,
524.39,1954,1992,,2016,1966,1959,,524.3,,Miscellaneous,,,524.39,Sekalaista,,,524.39 ,Verschiedenes,,,524.39,Divers,,,Övrigt,(volymen av bestånd),,,,,Varios,,,
524.4,1954,1992,,2016,1966,1959,,524,,Recording of data. Organization of measuring parties and their work,,,524.4,Mittausten kirjaaminen. Mittausryhmien ja niiden työn organisointi,,,524.4 ,Aufnahmeprotokolle. Organisation der Meßmannschaft und ihrer Arbeit,,,524.4,Pointage. Organisation des équipes de comptage et leur travail,,,Registrering av data. Organisation av uppskattningslag och deras arbete,,,,,,Registro de datos. Organización de las cuadrillas de medida y de su trabajo,,,
524.41,1954,1992,,2016,1966,1959,,524.4,,Methods of recording data ,(tallies etc.),,524.41,Kirjaamismenetelmät,(tukkimiehen kirjanpito jne.),,524.41 ,Methoden der Protokollierung ,(Kluppmanuale usw.),,524.41,Méthodes de pointage ,"(cartes de pointage, etc.)",,Mätningsprotokoll ,(t.ex. stamräkningsprotokoll),,,,,Métodos de registro de datos,,,
524.46,1954,1992,,2016,1966,1959,,524.4,,Organization of measuring parties and their work,,,524.46,Mittausryhmien ja niiden työn organisointi,,,524.46 ,Organisation der Meßmannschaft und ihrer Arbeit,,,524.46,Organisation des équipes de comptage et leur travail,,,Organisation av uppskattningslag och deras arbete,,,,,,Organización de las cuadrillas de conteo y de su trabajo,,,
524.6,1954,1992,,2016,1966,1959,,524,,"General surveys of forests and tracts of forest. Partial enumeration surveys, timber cruising",,,524.6,Kartoitukset ja linjalaskennat. Osittaiset puiden laskemiset,,,524.6 ,Allgemeine Aufnahmen von Wäldern und Waldgebieten. Stichprobenerhebungen. Schätzung,,,524.6,Inventaires généraux de forêts et massifs forestiers. Reconnaissances forestières. Inventaires partie,,,"Uppskattning av skogar och skogsområden. Stamräkning, inventering, skogstaxering genom stickprovsundersökning",,,,,,Inventario general de montes y cuartales de monte. Inventarios parciales de maderas y leñas,,,
524.61,1954,1992,,2016,1966,1959,,524.6,585|905.2,Large-scale (regional) “forest surveys” (general descriptions and methods). ,,[For aerial surveys and remote sensing see 585; for results see 905.2],524.61,Laaja-alaiset (alueelliset) metsänarvioinnit (yleinen kuvaus ja menetelmät),,"[Lento- ja kaukokartoitus, katso 585; Kartoitusten tulokset, katso 905.2]",524.61 ,Großräumige Waldaufnahme im allgemeinen (allgemeine Beschreibungen und Methoden). ,,Luftaufnahmen und Fernerkundung siehe 585; Ergebnisse siehe 905.2],524.61,Reconnaissances forestières (régionales) à grande échelle (descriptions générales et méthodes),,"[Pour reconnaissances aériennes, voir 585; pour les résultats, voir 905.2]",Skogstaxeringar i stor skala ,(allmanna metoder och beskrivningar),,,,,Inventarios en grandes superficies regionales (descripción general y métodos),,"Para inventarios aéreos, véase 585, para resultados, véase 905.2",
524.62,1954,1992,,2016,1966,1959,,524.6,,Enumeration surveys of smaller areas,,,524.62,Puunluku pienillä alueilla,,,524.62 ,Aufnahme kleinerer Flächen,,,524.62,Inventaires de superficies plus réduites,,,Taxering av mindre områden,,,,,,Conteo y clasificación en superficies más pequeñas,,,
524.63,1954/1983,1992,1960,2016,1966,1959,,524.6,521.62,Sampling methods including point sampling ,,,524.63,Arviointimenetelmät ml. pistelaskenta,,,524.63 ,Stichprobenverfahren einschl. Punktstichprobe.,,,524.63,Méthodes par placettes d'échantillonnage statistique y compris inventaire ponctuel,,,Stickprovsmetoder,,[See also 521.62],,,,"Métodos por ""muestreo""",,,
524.631,1954,1992,,2016,1966,1959,,524.63,,"Intensity, % of area sampled",,,524.631,"Tehokkuus, % kartoitetusta alueesta",,,524.631 ,"Intensität, Aufnahmeprozent",,,524.631,"Proportion, pourcentage des surfaces inventoriées",,,"""Intensitet"", procent av areal en som stickprovet omfattar",,,,,,Porcentaje de la superficie de los sitios de prueba,,,
524.632,1954,1992,,2016,1966,1959,,524.63,,Surveys based on strips,,,524.632,Linjalaskennat,,,524.632 ,Ermittlung durch Aufnahme von Probestreifen,,,524.632,Sondages par layons,,,"Skogstaxeringar baserade på bälten (""bältestaxering"")",,,,,,Por fajas,,,
524.633,1954,1992,,2016,1966,1959,,524.63,,Surveys based on both strips and plots,,,524.633,Linjalaskennat ja koealat,,,524.633 ,Ermittlung durch Aufnahme von kombinierten Probestreifen und Probeflächen,,,524.633,Sondages par layons et placeaux,,,"Skogstaxeringar baserade på såväl bälten som provytor (""kombinerad bältes- och provytetaxering"")",,,,,,Por fajas y parcelas,,,
524.634,1954,1992,,2016,1966,1959,,524.63,,Surveys based on plots,,,524.634,Koealat,,,524.634 ,Ermittlung durch Aufnahme von Probeflächen,,,524.634,Sondages par placeaux,,,"Skogstaxeringar baserade på provytor (""provytetaxering"")",,,,,,Por parcelas,,,
524.635,1954,1992,,2016,1966,1959,,524.63,,Size of sampling units (plots),,,524.635,Koealojen koko,,,524.635 ,Größe der Probeeinheiten (-flächen),,,524.635,Dimensions des places d'essai (placeaux),,,Stickprovsenheternas storlek (provytornas storlek),,,,,,Superficie de las unidades elegidas,,,
524.636,1954,1992,,2016,1966,1959,,524.63,,Shape of sampling units (plots),,,524.636,Koealojen muoto,,,524.636 ,Form der Probeeinheiten (-flächen),,,524.636,Forme des places d'essai (placeaux),,,Stickprovsenheternas form (provytornas form),,,,,,Forma de las unidades elegidas,,,
524.637,1954,1992,,2016,1966,1959,,524.63,,"Accuracy, reliability",,,524.637,"Tarkkuus, luotettavuus",,,524.637 ,"Genauigkeit, Zuverlässigkeit",,,524.637,Degré de précision,,,"Noggrannhet, tillförlitlighet",,,,,,Exactitud y grado de aproximación en los resultados,,,
524.639,1954,1992,,2016,1966,1959,,524.63,,Miscellaneous,,,524.639,Sekalaista,,,524.639 ,Verschiedenes,,,524.639,Divers,,,Övrigt,(stickprovsmetoder),,,,,Varios,,,
524.69,1954,1992,,2016,1966,1959,,524.6,,Miscellaneous,,,524.69,Sekalaista,,,524.69 ,Verschiedenes,,,524.69,Divers,,,Övrigt,(uppskattning),,,,,Varios,,,
524.9,1954,1992,,2016,1966,1959,,524,,Miscellaneous,,,524.9,Sekalaista,,,524.9 ,Verschiedenes,,,524.9,Divers,,,Övrigt,(volymbestämning av träd och bestånd),,,,,Varios,,,
525,1954,1992,,2016,1966,1959,,52,,Volume by assortments. Merchantable volume,,,525,Tilavuus puutavaralajeittain. Myyntikelpoinen tilavuus,,,525,Masse nach Sortimenten. Verwertbare (verkaufsfähige) Masse,,,525,Cubage par catégories de produits. Volume marchand,,,Volym av olika sortiment. Volym enligt handelsmått,,,,,,Cubicación por clases y dimensiones de productos. Volumen comerciable,,,
525.1,1954,1992,,2016,1966,1959,,525,,Volume by assortments. Probable outturn in terms of particular products. Assortment volume tables,,,525.1,Tilavuus puutavaralajeittain. Todennäköinen toteutuva jakauma. Puutavaralajien tilavuustaulukot,,,525.1 ,Masse nach Sortimenten. Wahrscheinlicher Anfall von Spezialsortimenten. Sortimentstafeln,,,525.1,Cubage par catégories. Rendement probable en certains produits. Tarifs de cubage par catégorie,,,Volym av olika sortiment. Sannolikt utbyte av olika sortiment. Sortimentstabeller,,,,,,Volumen por clase de productos. Producción probable referente a un determinado producto. Tablas de volumen por clases y dimensiones,,,
525.5,1954/1983,1992,1960,2016,1966,1959,,525,,Merchantable dimensions and volume. Actual versus nominal outturn (including Ernteverlust). Deductions for defect etc.,,,525.5,Myyntikelpoinen tilavuus. Todellinen vs. odotettu toteuma (sis puujäte). Virheellisestä puutavarasta johtuvat vähennykset jne.,,,525.5 ,Verwertbare Dimensionen und Masse. Abzüge am Maß für Mängel usw.: Ernteverlust,,,525.5,"Dimensions commerciales et volume marchand, rendement réel comparé au rendement théorique (y compris Ernteverlust), déductions pour cause de défaut",,,Avsättningsbar dimension och volym. Verkligt utbyte jämfört med nominellt. Avdrag för skador m.m.,,,,,,"Volumen y dimensiones comerciables. Los aprovechamientos reales en contra de los nominales o teoricos (incluyendo ""Ernteverlust""). Deducciones por defectos, etc.",,,
525.9,1954,1992,,2016,1966,1959,,525,,Miscellaneous,,,525.9,Sekalaista,,,525.9 ,Verschiedenes,,,525.9,Divers,,,Övrigt,,,,,,Varios,,,
526,1954,1992,,2016,1966,1959,,52,,Log measurement. “Scaling”,,,526,Tukin mitat. Kuutiointi,,,526,Liegendmessung des Holzes. Kubierung,,,526,Cubage des grumes,,,"Virkesmätning (""tumning""). Volymbestämning",,,,,,Medida de trozas. Métodos,,,
526.1,1954,1992,,2016,1966,1959,,526,,Measurement by weight,,,526.1,Tilavuuden mittaus painon avulla,,,526.1 ,Messung nach dem Gewicht,,,526.1,Mesure par le poids,,,Mätning genom viktbestämning,,,,,,Medidas por peso,,,
526.11,1954,1992,,2016,2016,2017,,526.1,,Weight tables,,,526.11,Painotaulukot,,,526.11 ,Gewichtstafeln,,,526.11,Tables pondérales,,,Vikttabeller,,,,,,Tablas de peso,,,
526.2,1954,1992,,2016,1966,1959,,526,,Volume by displacement of water etc.,,,526.2,Tilavuus veden avulla mitattuna jne.,,,526.2 ,Massenermittlung auf Grund der Wasserverdrängung usw.,,,526.2,"Volume déterminé par déplacement d'eau, etc.",,,"Volymbestämning genom mätning av den undanträngda våtskemängden (""xylometermätning"")",,,,,,"Cubicación por el volumen de agua desplazada, etc.",,,
526.5,1954,1992,,2016,1966,1959,,526,,Volume by formula,,,526.5,Tilavuusmallit,,,526.5 ,Massenermittlung mit Hilfe stereometrischer Formelmethoden,,,526.5,Volume déterminé par formules,,,Volymbestämning medelst formler,,,,,,Cubicación mediante fórmulas,,,
526.51,1954,1992,,2016,1966,1959,,526.5,,Based on top diameter,,,526.51,Lavuksen halkaisijan avulla laskettuna,,,526.51 ,Auf Grund des Zopfdurchmessers,,,526.51,Basées sur le petit diamètre (au fin bout),,,Formler grundade på toppdiametern,,,,,,Partiendo del diámetro del extremo superior,,,
526.52,1954,1992,,2016,1966,1959,,526.5,,Based on mid-diameter or mean of top and butt diameters,,,526.52,Keskihalkaisijan tai latvan ja tyven halkaisijan keskiarvon perusteella,,,526.52 ,Auf Grund des Mittendurchmessers oder des Mittels von Zopf- und Basisdurchmesser,,,526.52,Basées sur le diamètre au milieu ou sur la moyenne des petits et gros diamètres,,,Formler grundade på mittdiametern eller på medeltalet av diametrarna i topp- respektive rotändan,,,,,,Partiendo del diámetro medio o media aritmética de los diámetros superior e inferior,,,
526.53,1954,1992,,2016,1966,1959,,526.5,,Based on butt diameter,,,526.53,Tyven halkaisijan avulla,,,526.53 ,Auf Grund des Basisdurchmessers,,,526.53,Basées sur le gros diamètre,,,Formler grundade på rotdiametern,,,,,,Partiendo del diámetro de la base,,,
